price,status,area,rate per sqft,property type,locality,builder name,rera approval,bhk_count,society,company name,flat type,price_tier,price_cr
21000000,ready to move,2366,8875,3 bhk apartment in godrej 101,sector 79,angel bricks,not approved by rera,3,godrej 101,godrej,apartment,value-mid,2.1
36000000,ready to move,2045,17603,3 bhk apartment in ireo skyon,sector 60,angel bricks,not approved by rera,3,ireo skyon,ireo,apartment,premium,3.6
22500000,ready to move,1508,14920,3 bhk apartment in dhoot time residency,sector 63,angel bricks,not approved by rera,3,dhoot time residency,dhoot,apartment,value-mid,2.25
40500000,under construction,1946,20811,3 bhk apartment in krisumi waterfall residences,sector 36a,sagar,approved by rera,3,krisumi waterfall residences,krisumi,apartment,premium,4.05
25000000,under construction,1831,13653,3 bhk apartment in shapoorji pallonji joyville phase 1,sector 102,homes solution,approved by rera,3,shapoorji pallonji joyville phase 1,shapoorji,apartment,premium,2.5
43000000,under construction,2100,20476,3 bhk apartment in m3m mansion,sector 113,homes solution,approved by rera,3,m3m mansion,m3m,apartment,ultra-luxury,4.3
12000000,ready to move,1550,7741,2 bhk apartment in pareena coban residences,sector 99a,angel bricks,not approved by rera,2,pareena coban residences,pareena,apartment,budget,1.2
16900000,ready to move,2150,7860,3 bhk apartment in pareena express heights,sector 99a,angel bricks,not approved by rera,3,pareena express heights,pareena,apartment,value-mid,1.69
65000000,ready to move,2905,22375,4 bhk apartment in tata primanti,sector 72,angel bricks,not approved by rera,4,tata primanti,tata,apartment,ultra-luxury,6.5
32600000,under construction,1555,21000,3 bhk apartment in m3m m3m crown,sector 111,home,approved by rera,3,m3m m3m crown,m3m,apartment,premium,3.26
52700000,under construction,2510,21000,4 bhk apartment in m3m m3m crown,sector 111,property in gurgaon,approved by rera,4,m3m m3m crown,m3m,apartment,ultra-luxury,5.27
30800000,under construction,2090,14750,3 bhk apartment in m3m golf hills phase 1,sector 79,khushi housing solutions pvt ltd,approved by rera,3,m3m golf hills phase 1,m3m,apartment,premium,3.08
20900000,under construction,1420,14750,2 bhk apartment in m3m golf hills phase 1,sector 79,khushi housing solutions pvt ltd,approved by rera,2,m3m golf hills phase 1,m3m,apartment,value-mid,2.09
38700000,under construction,2630,14750,4 bhk apartment in m3m golf hills phase 1,sector 79,khushi housing solutions pvt ltd,approved by rera,4,m3m golf hills phase 1,m3m,apartment,premium,3.87
27600000,ready to move,1370,20200,3 bhk apartment in godrej air,sector 85,empire landbase,not approved by rera,3,godrej air,godrej,apartment,premium,2.76
21000000,ready to move,1044,20200,2 bhk apartment in godrej air,sector 85,empire landbase,not approved by rera,2,godrej air,godrej,apartment,value-mid,2.1
27700000,ready to move,1376,20200,3 bhk apartment in godrej air,sector 85,empire landbase,not approved by rera,3,godrej air,godrej,apartment,premium,2.77
26500000,ready to move,1313,20200,3 bhk apartment in godrej air,sector 85,home,not approved by rera,3,godrej air,godrej,apartment,premium,2.65
39400000,ready to move,1951,20200,4 bhk apartment in godrej air,sector 85,property in gurgaon,not approved by rera,4,godrej air,godrej,apartment,premium,3.94
39300000,ready to move,1950,20200,4 bhk apartment in godrej air,sector 85,properties for sale in gurgaon,not approved by rera,4,godrej air,godrej,apartment,premium,3.93
31900000,ready to move,1582,20200,3 bhk apartment in godrej air,sector 85,akhilesh sharma,not approved by rera,3,godrej air,godrej,apartment,premium,3.19
37100000,ready to move,1841,20200,4 bhk apartment in godrej air,sector 85,akhilesh sharma,not approved by rera,4,godrej air,godrej,apartment,premium,3.71
26000000,ready to move,1292,20200,3 bhk apartment in godrej air,sector 85,akhilesh sharma,not approved by rera,3,godrej air,godrej,apartment,premium,2.6
43000000,ready to move,2129,20200,3 bhk apartment in godrej air,sector 85,akhilesh sharma,not approved by rera,3,godrej air,godrej,apartment,ultra-luxury,4.3
36900000,ready to move,1829,20200,3 bhk apartment in godrej air,sector 85,akhilesh sharma,not approved by rera,3,godrej air,godrej,apartment,premium,3.69
52400000,ready to move,2599,20200,4 bhk apartment in godrej air,sector 85,akhilesh sharma,not approved by rera,4,godrej air,godrej,apartment,ultra-luxury,5.24
30400000,ready to move,1507,20212,3 bhk apartment in godrej air,sector 85,akhilesh sharma,not approved by rera,3,godrej air,godrej,apartment,premium,3.04
19900000,ready to move,990,20200,2 bhk apartment in godrej air,sector 85,akhilesh sharma,not approved by rera,2,godrej air,godrej,apartment,value-mid,1.99
28000000,ready to move,1390,20200,2 bhk apartment in godrej air,sector 85,akhilesh sharma,not approved by rera,2,godrej air,godrej,apartment,premium,2.8
25500000,ready to move,1263,20200,2 bhk apartment in godrej air,sector 85,akhilesh sharma,not approved by rera,2,godrej air,godrej,apartment,premium,2.55
18400000,under construction,1171,15798,2 bhk apartment in m3m antalya hills,sector 79,akhilesh sharma,approved by rera,2,m3m antalya hills,m3m,apartment,value-mid,1.84
17900000,under construction,1138,15817,2 bhk apartment in m3m antalya hills,sector 79,akhilesh sharma,approved by rera,2,m3m antalya hills,m3m,apartment,value-mid,1.79
24200000,under construction,1528,15838,3 bhk apartment in m3m antalya hills,sector 79,akhilesh sharma,approved by rera,3,m3m antalya hills,m3m,apartment,premium,2.42
24900000,under construction,1642,15225,3 bhk apartment in m3m antalya hills,sector 79,akhilesh sharma,approved by rera,3,m3m antalya hills,m3m,apartment,premium,2.49
19000000,under construction,1213,15664,2 bhk apartment in m3m antalya hills,sector 79,akhilesh sharma,approved by rera,2,m3m antalya hills,m3m,apartment,value-mid,1.9
23900000,under construction,1518,15810,3 bhk apartment in m3m antalya hills,sector 79,akhilesh sharma,approved by rera,3,m3m antalya hills,m3m,apartment,premium,2.39
44100000,under construction,1464,30127,4 bhk apartment in godrej zenith,sector 89,akhilesh sharma,approved by rera,4,godrej zenith,godrej,apartment,ultra-luxury,4.41
19000000,ready to move,1890,10052,3 bhk apartment in solutrean caladium,sector 109,home,not approved by rera,3,solutrean caladium,solutrean,apartment,value-mid,1.9
28500000,ready to move,1855,15363,3 bhk apartment in godrej meridien,sector 106,property in gurgaon,not approved by rera,3,godrej meridien,godrej,apartment,premium,2.85
33000000,ready to move,2520,13095,3 bhk apartment in tata gurgaon gateway,sector 112,properties for sale in gurgaon,not approved by rera,3,tata gurgaon gateway,tata,apartment,premium,3.3
19000000,ready to move,1650,11515,3 bhk apartment in emaar gurgaon greens,sector 102,rising realtors,not approved by rera,3,emaar gurgaon greens,emaar,apartment,value-mid,1.9
13700000,under construction,1443,9494,3 bhk apartment in smart smart world gems,sector 89,khatri properties solution,approved by rera,3,smart smart world gems,smart,apartment,value-mid,1.37
19000000,ready to move,1811,10491,3 bhk apartment in bptp terra,sector 37d,rising realtors,not approved by rera,3,bptp terra,bptp,apartment,value-mid,1.9
26500000,ready to move,2095,12649,3 bhk apartment in ats kocoon,sector 109,khatri properties solution,not approved by rera,3,ats kocoon,ats,apartment,premium,2.65
11000000,ready to move,1366,8052,2 bhk apartment in m3m woodshire,sector 107,get home fix,not approved by rera,2,m3m woodshire,m3m,apartment,budget,1.1
21000000,ready to move,1692,12411,3 bhk apartment in shapoorji pallonji joyville phase 1,sector 102,get home fix,not approved by rera,3,shapoorji pallonji joyville phase 1,shapoorji,apartment,value-mid,2.1
19600000,under construction,1690,11597,3 bhk independent floor in whiteland blissville,sector 76,get home fix,approved by rera,3,whiteland blissville,whiteland,floor,value-mid,1.96
27000000,ready to move,3060,8823,4 bhk apartment in solutrean caladium,sector 109,get home fix,not approved by rera,4,solutrean caladium,solutrean,apartment,premium,2.7
4800000,ready to move,750,6400,2 bhk apartment in signature global solera 2,sector 107,get home fix,not approved by rera,2,signature global solera 2,signature,apartment,budget,0.48
29200000,ready to move,1828,16001,3 bhk apartment in m3m heights,sector 65,arihant dream homes,not approved by rera,3,m3m heights,m3m,apartment,premium,2.92
39000000,under construction,2100,18571,3 bhk apartment,sector 113,get home fix,not approved by rera,3,outside socity,outside,plot,premium,3.9
39000000,under construction,2700,14444,4 bhk apartment,sector 89a,get home fix,not approved by rera,4,outside socity,outside,plot,premium,3.9
18000000,under construction,1400,12857,2 bhk apartment in godrej air,sector 85,arihant dream homes,approved by rera,2,godrej air,godrej,apartment,value-mid,1.8
47500000,ready to move,4500,10555,4 bhk independent floor,sector 56,true blue advisers,not approved by rera,4,outside socity,outside,plot,ultra-luxury,4.75
34000000,ready to move,3200,10625,4 bhk apartment in adani m2k oyster grande,sector 102,thirty three estates developers,not approved by rera,4,adani m2k oyster grande,adani,apartment,premium,3.4
13500000,ready to move,1350,10000,3 bhk apartment in shree vardhman shree vardhman victoria,sector 70,united prop solutions,not approved by rera,3,shree vardhman shree vardhman victoria,shree,apartment,value-mid,1.35
7000000,ready to move,1200,5833,3 bhk apartment in pivotal riddhi siddhi,sector 99,united prop solutions,not approved by rera,3,pivotal riddhi siddhi,pivotal,apartment,budget,0.7
5200000,ready to move,590,8813,2 bhk apartment in pivotal riddhi siddhi,sector 99,home,not approved by rera,2,pivotal riddhi siddhi,pivotal,apartment,budget,0.52
29000000,ready to move,2215,13092,3 bhk apartment in tata gurgaon gateway,sector 112,property in gurgaon,not approved by rera,3,tata gurgaon gateway,tata,apartment,premium,2.9
20500000,ready to move,2000,10250,3 bhk apartment in ss the coralwood,sector 84,properties for sale in gurgaon,not approved by rera,3,ss the coralwood,ss,apartment,value-mid,2.05
20000000,ready to move,1650,12121,3 bhk apartment in pareena enorme,sector 99a,shree associate,not approved by rera,3,pareena enorme,pareena,apartment,value-mid,2.0
17500000,under construction,1250,14000,2 bhk apartment,sector 89,get home fix,not approved by rera,2,outside socity,outside,plot,value-mid,1.75
16200000,ready to move,1310,12366,2 bhk apartment in godrej nature plus,sector 33 sohna,shree associate,not approved by rera,2,godrej nature plus,godrej,apartment,value-mid,1.62
22000000,ready to move,1800,12222,3 bhk independent floor in 4s 4s,sector 49,shree associate,not approved by rera,3,4s 4s,4s,floor,value-mid,2.2
22000000,ready to move,1800,12222,3 bhk independent floor in dhara malibu town floors,sector 47,thirty three estates developers,not approved by rera,3,dhara malibu town floors,dhara,floor,value-mid,2.2
19500000,ready to move,1689,11545,3 bhk apartment in adani m2k oyster grande,sector 102,thirty three estates developers,not approved by rera,3,adani m2k oyster grande,adani,apartment,value-mid,1.95
30000000,ready to move,2450,12244,4 bhk apartment in puri emerald bay,sector 104,thirty three estates developers,not approved by rera,4,puri emerald bay,puri,apartment,premium,3.0
18000000,ready to move,1895,9498,3 bhk apartment in microtek greenburg,sector 86,sansiddhi homes,not approved by rera,3,microtek greenburg,microtek,apartment,value-mid,1.8
20000000,ready to move,2408,8305,3 bhk apartment in ss the leaf,sector 85,gupta realtors,not approved by rera,3,ss the leaf,ss,apartment,value-mid,2.0
10500000,ready to move,1103,9519,2 bhk independent floor in smart smart world gems,sector 89,gupta realtors,not approved by rera,2,smart smart world gems,smart,floor,budget,1.05
38000000,ready to move,3044,12483,4 bhk apartment in bptp park prime,sector 66,sagar,not approved by rera,4,bptp park prime,bptp,apartment,premium,3.8
55500000,under construction,2745,20218,4 bhk apartment,sector 62,sagar,not approved by rera,4,outside socity,outside,plot,ultra-luxury,5.55
66000000,under construction,3700,17837,4 bhk apartment in anant raj the estate floors,sector 63,vandana homes,approved by rera,4,anant raj the estate floors,anant,apartment,ultra-luxury,6.6
37000000,ready to move,2045,18092,3 bhk apartment in m3m merlin,sector 67,homes solution,not approved by rera,3,m3m merl,m3m,apartment,premium,3.7
100000000,ready to move,3160,31645,4 bhk apartment in abw la lagune,sector 54,angel bricks,not approved by rera,4,abw la lagune,abw,apartment,ultra-luxury,10.0
33000000,ready to move,2045,16136,3 bhk apartment in ireo skyon,sector 60,angel bricks,not approved by rera,3,ireo skyon,ireo,apartment,premium,3.3
33000000,ready to move,2065,15980,3 bhk apartment in emaar palm drive,sector 66,home,not approved by rera,3,emaar palm drive,emaar,apartment,premium,3.3
43000000,ready to move,2677,16062,3 bhk apartment in ireo victory valley,sector 67,property in gurgaon,not approved by rera,3,ireo victory valley,ireo,apartment,ultra-luxury,4.3
20700000,ready to move,1593,13000,3 bhk apartment in unitown trehan luxury floor 63,sector 63,home,not approved by rera,3,unitown trehan luxury floor 63,unitown,apartment,value-mid,2.07
23000000,ready to move,2800,8214,4 bhk independent floor in ansal esencia,sector 67,properties for sale in gurgaon,not approved by rera,4,ansal esencia,ansal,floor,premium,2.3
18500000,ready to move,2500,7400,3 bhk independent floor in reputed builder sushant lok 3,sector 57,ethos pro realtors,not approved by rera,3,reputed builder sushant lok 3,reputed,floor,value-mid,1.85
36000000,under construction,2403,14981,3 bhk independent floor in emaar marbella,sector 66,ethos pro realtors,approved by rera,3,emaar marbella,emaar,floor,premium,3.6
